"Advance Auto Parts, Inc."	"AAP"	"N - New York"	"53  - Consumer Cyclicals"	"53403010 - Retailers - Auto Vehicles, Parts & Service"	12/31/2020	09/30/2020	1.964	2.060	1.772	1.955	1.919	18.000	2.000	0.000	0.075	2.334	2.770	1.970	2.330	2.186	16.000	2.000	0.000	0.210	8.586	8.700	8.200	8.577	8.158	23.000	3.000	0.000	0.111	9.503	10.220	8.200	9.465	9.166	25.000	3.000	0.000	0.480	10.525	11.500	8.700	10.511	10.082	15.000	0.000	0.000	0.791	11.900	11.900	11.900	11.900	1.000	0.000	0.000	-9999999999.990	11/10/2020	2.810	0.150	2.660	5.600	0.216	0.700	08/18/2020	2.920	0.937	1.983	47.300	0.344	2.700
"Apple Inc"	"AAPL"	"M - Nasdaq"	"57  - Technology"	"57106020 - Phones & Handheld Devices"	09/30/2021	09/30/2020	1.392	1.570	1.230	1.391	1.362	30.000	2.000	2.000	0.069	0.878	1.010	0.700	0.864	0.830	28.000	4.000	0.000	0.087	3.980	4.450	3.410	3.961	3.874	39.000	4.000	0.000	0.215	4.352	5.070	3.550	4.330	4.252	36.000	5.000	0.000	0.298	4.804	5.350	4.440	4.740	3.918	7.000	4.000	0.000	0.380	12.644	14.490	11.000	12.644	5.000	0.000	0.000	1.525	10/29/2020	0.730	0.030	0.700	4.300	0.064	0.500	07/30/2020	0.645	0.134	0.511	26.200	0.037	3.600
"American Assets Trust, Inc"	"AAT"	"N - New York"	"60  - Real Estate"	"60102020 - REITs - Commercial"	12/31/2020	09/30/2020	0.140	0.170	0.110	0.140	0.170	2.000	0.000	0.000	0.042	0.160	0.180	0.140	0.140	0.220	2.000	0.000	1.000	0.028	0.555	0.590	0.520	0.520	0.670	2.000	0.000	1.000	0.049	0.845	0.970	0.720	0.845	0.970	2.000	0.000	0.000	0.177	1.065	1.240	0.890	1.065	1.240	2.000	0.000	0.000	0.247	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	10/27/2020	0.080	-0.080	0.160	-50.000	-9999999999.990	0.000	07/28/2020	0.130	0.020	0.110	18.200	-9999999999.990	0.000
"Agape ATP Corp"	"AATP"	"O - Over the counter"	"56  - Healthcare"	"56102010 - Healthcare Facilities & Services"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"Atlas Air Worldwide Holdings,"	"AAWW"	"M - Nasdaq"	"52  - Industrials"	"52405010 - Freight & Logistics - Courier, Postal, Air Freight & L"	12/31/2020	09/30/2020	3.496	3.800	3.050	3.496	3.624	5.000	0.000	0.000	0.273	1.330	2.080	0.790	1.330	0.940	3.000	0.000	0.000	0.670	12.158	12.300	11.770	12.158	11.718	4.000	0.000	0.000	0.259	8.643	11.350	6.100	8.643	7.807	6.000	0.000	0.000	1.852	8.825	9.650	8.000	8.825	8.000	2.000	0.000	0.000	1.167	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	11/05/2020	2.840	0.382	2.458	15.500	0.228	1.700	08/06/2020	4.710	2.579	2.131	121.000	0.354	7.300
"Axon Enterprise Inc"	"AAXN"	"M - Nasdaq"	"52  - Industrials"	"52101010 - Aerospace & Defense"	12/31/2020	09/30/2020	0.347	0.430	0.260	0.347	0.345	11.000	0.000	1.000	0.045	0.271	0.380	0.160	0.271	0.323	9.000	0.000	1.000	0.067	1.110	1.230	0.800	1.110	0.924	10.000	0.000	1.000	0.115	1.290	1.540	0.860	1.290	1.404	11.000	0.000	1.000	0.183	1.965	2.230	1.680	1.965	2.257	4.000	1.000	0.000	0.227	18.800	18.800	18.800	18.800	1.000	0.000	0.000	-9999999999.990	11/05/2020	0.400	0.204	0.196	104.100	0.029	7.000	08/06/2020	-0.010	-0.174	0.164	-106.100	0.046	-3.800
"Alliancebernstein Holding LP"	"AB"	"N - New York"	"55  - Financials"	"55102020 - Investment Management & Fund Operators"	12/31/2020	09/30/2020	0.758	0.770	0.743	0.753	0.746	7.000	2.000	0.000	0.011	0.695	0.710	0.680	0.693	0.686	6.000	1.000	0.000	0.013	2.699	2.710	2.686	2.694	2.674	8.000	2.000	0.000	0.010	3.061	3.220	2.941	3.040	3.003	8.000	2.000	0.000	0.091	3.387	3.530	3.106	3.357	3.342	6.000	2.000	0.000	0.173	11.013	11.013	11.013	11.013	1.000	0.000	0.000	-9999999999.990	10/22/2020	0.690	0.008	0.682	1.200	0.014	0.600	07/23/2020	0.610	-0.002	0.612	-0.300	0.022	-0.100
"ABB Ltd (ADR)"	"ABB"	"N - New York"	"52  - Industrials"	"52102040 - Heavy Electrical Equipment"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"Auburn Bancorp Inc"	"ABBB"	"O - Over the counter"	"55  - Financials"	"55101010 - Banks"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"AbbVie Inc"	"ABBV"	"N - New York"	"56  - Healthcare"	"56201040 - Pharmaceuticals"	12/31/2020	09/30/2020	2.857	2.900	2.770	2.856	2.896	17.000	3.000	2.000	0.028	2.860	3.040	2.690	2.807	2.860	6.000	4.000	1.000	0.118	10.486	10.590	10.390	10.475	10.445	22.000	4.000	3.000	0.038	12.190	12.710	11.240	12.186	12.131	22.000	7.000	3.000	0.310	13.705	14.450	13.040	13.582	13.563	18.000	8.000	3.000	0.386	10.975	16.000	5.700	10.950	4.000	1.000	0.000	5.377	10/30/2020	2.830	0.065	2.765	2.400	0.040	1.600	07/31/2020	2.340	0.151	2.189	6.900	0.199	0.800
"AmerisourceBergen Corp."	"ABC"	"N - New York"	"56  - Healthcare"	"56101020 - Medical Equipment, Supplies & Distribution"	09/30/2021	09/30/2020	1.944	2.083	1.880	1.946	1.927	15.000	0.000	0.000	0.056	2.489	2.600	2.390	2.487	2.521	15.000	0.000	0.000	0.055	8.403	8.620	8.300	8.408	8.440	18.000	0.000	0.000	0.085	9.099	9.600	8.750	9.128	9.183	16.000	0.000	0.000	0.228	9.916	10.600	9.320	9.916	10.300	11.000	0.000	0.000	0.403	8.036	8.407	7.700	7.969	3.000	1.000	0.000	0.355	11/05/2020	1.890	0.037	1.853	2.000	0.021	1.800	08/05/2020	1.850	0.279	1.571	17.800	0.031	9.000
"Ameris Bancorp"	"ABCB"	"M - Nasdaq"	"55  - Financials"	"55101010 - Banks"	12/31/2020	09/30/2020	1.173	1.430	0.810	1.111	0.837	7.000	3.000	0.000	0.212	0.983	1.180	0.770	0.916	0.673	6.000	4.000	0.000	0.164	3.591	3.840	3.230	3.531	2.478	7.000	3.000	1.000	0.210	3.687	4.190	3.120	3.531	2.910	7.000	5.000	0.000	0.378	3.689	4.110	3.420	3.584	3.290	7.000	5.000	0.000	0.232	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	10/22/2020	1.670	0.764	0.906	84.300	0.110	6.900	07/27/2020	0.470	-0.139	0.609	-22.800	0.111	-1.300
"AbCellera Biologics Inc"	"ABCL"	"M - Nasdaq"	"56  - Healthcare"	"56202010 - Biotechnology & Medical Research"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"Abeona Therapeutics Inc"	"ABEO"	"M - Nasdaq"	"56  - Healthcare"	"56202010 - Biotechnology & Medical Research"	12/31/2020	09/30/2020	-0.105	-0.080	-0.120	-0.105	-0.166	4.000	0.000	0.000	0.019	-0.167	-0.160	-0.180	-0.167	-0.185	3.000	0.000	0.000	0.012	-0.830	-0.810	-0.850	-0.830	-0.969	4.000	0.000	0.000	0.023	-0.622	-0.540	-0.710	-0.622	-0.703	5.000	0.000	0.000	0.074	-0.580	-0.400	-0.700	-0.580	-0.697	4.000	0.000	0.000	0.130	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	11/09/2020	-0.080	0.063	-0.143	44.100	0.038	1.700	08/10/2020	-0.140	0.030	-0.170	17.600	0.010	3.000
"Asbury Automotive Group, Inc."	"ABG"	"N - New York"	"53  - Consumer Cyclicals"	"53403010 - Retailers - Auto Vehicles, Parts & Service"	12/31/2020	09/30/2020	4.072	4.600	3.640	3.936	3.382	8.000	2.000	0.000	0.357	3.520	4.060	3.040	3.520	2.883	6.000	0.000	0.000	0.420	12.449	13.000	12.050	12.341	11.004	9.000	2.000	0.000	0.350	14.244	15.050	12.900	13.979	12.859	9.000	3.000	0.000	0.761	15.242	16.260	14.367	15.892	15.245	4.000	1.000	1.000	0.790	18.500	18.500	18.500	18.500	1.000	1.000	0.000	-9999999999.990	10/27/2020	4.080	0.170	3.910	4.300	0.333	0.500	07/28/2020	2.520	0.029	2.491	1.200	0.086	0.300
"Arca Biopharma Inc"	"ABIO"	"M - Nasdaq"	"56  - Healthcare"	"56201040 - Pharmaceuticals"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"ABM Industries, Inc."	"ABM"	"N - New York"	"52  - Industrials"	"52203040 - Business Support Services"	10/31/2021	10/31/2020	0.593	0.640	0.490	0.502	0.502	6.000	4.000	0.000	0.053	0.548	0.710	0.460	0.518	0.518	6.000	1.000	2.000	0.096	2.415	2.750	2.110	2.315	2.315	6.000	4.000	1.000	0.281	2.642	2.850	2.320	2.375	2.375	5.000	1.000	0.000	0.207	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	12/16/2020	0.690	-0.013	0.703	-1.800	0.048	-0.300	09/08/2020	0.750	0.332	0.418	79.400	0.136	2.400
"ABIOMED, Inc."	"ABMD"	"M - Nasdaq"	"56  - Healthcare"	"56101010 - Advanced Medical Equipment & Technology"	03/31/2021	09/30/2020	1.129	1.210	1.010	1.116	1.204	7.000	1.000	0.000	0.075	1.146	1.270	1.000	1.139	1.267	7.000	1.000	0.000	0.087	4.487	4.810	3.910	4.487	4.417	7.000	1.000	0.000	0.287	5.066	5.250	4.720	5.099	5.290	8.000	0.000	1.000	0.191	6.074	6.530	5.400	6.156	6.628	5.000	0.000	1.000	0.488	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	10/29/2020	1.360	0.439	0.921	47.700	0.226	1.900	08/06/2020	0.980	0.686	0.294	233.300	0.158	4.300
"American Battery Metals Corp"	"ABML"	"O - Over the counter"	"51  - Basic Materials"	"51101020 - Chemicals - Agricultural"	/  /	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990
"Airbnb Inc"	"ABNB"	"M - Nasdaq"	"57  - Technology"	"57201030 - Online Services"	12/31/2020	09/30/2020	-2.787	-0.110	-7.980	-9999999999.990	-9999999999.990	3.000	0.000	1.000	4.498	-0.603	-0.330	-1.040	-9999999999.990	-9999999999.990	3.000	0.000	1.000	0.382	-6.727	-2.910	-11.740	-9999999999.990	-9999999999.990	3.000	0.000	0.000	4.535	-0.724	-0.140	-1.590	-9999999999.990	-9999999999.990	5.000	0.000	1.000	0.545	-0.055	0.630	-0.590	-9999999999.990	-9999999999.990	4.000	1.000	0.000	0.522	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	11/16/2020	-9999999999.990	0.000	-9999999999.990	-9999999999.990	-9999999999.990	0.000	11/16/2020	-9999999999.990	0.000	-9999999999.990	-9999999999.990	-9999999999.990	0.000
"Arbor Realty Trust Inc"	"ABR"	"N - New York"	"60  - Real Estate"	"60102040 - REITs - Specialized"	12/31/2020	09/30/2020	0.417	0.460	0.340	0.417	0.313	3.000	0.000	0.000	0.067	0.383	0.480	0.220	0.383	0.300	3.000	0.000	0.000	0.142	1.157	1.610	0.920	1.157	0.593	4.000	0.000	0.000	0.308	1.563	1.880	0.780	1.563	1.125	4.000	0.000	0.000	0.527	1.423	1.820	0.750	1.423	0.885	3.000	0.000	0.000	0.586	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	10/30/2020	0.720	0.390	0.330	118.200	0.071	5.500	07/31/2020	0.400	0.132	0.268	49.300	0.032	4.100
