"A"	36.000	33.000	48.000	60.000	58.000	43.000	43.000	32.000	-131.000	-589.000	-114.000	37.000	-106.000	29.000	-67.000	-58.000	-114.000	-473.000	-50.000	-67.000	-60.000	-101.000	-43.000	-101.000	372.000	197.000	303.000	215.000	288.000	228.000	257.000	116.000
"AA"	82.000	95.000	74.000	150.000	96.000	88.000	71.000	146.000	-280.000	433.000	-147.000	-53.000	-115.000	-78.000	-260.000	-698.000	-83.000	-100.000	-74.000	-170.000	-104.000	-94.000	142.000	1082.000	288.000	-430.000	55.000	455.000	384.000	311.000	74.000	239.000
"AAC"	4.300	3.900	7.300	-27.200	8.500	8.000	10.700	37.300	2.900	-2.400	92.000	-1.000	8.500	8.900	8.200	-0.800	-4.900	-3.900	-72.500	-6.900	-8.500	-8.000	-10.700	-7.300	-4.000	3.300	-19.000	5.300	5.600	4.000	4.400	-1.200
"AAGH"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-99999999.990	-99999999.990	0.000	0.000	-99999999.990	-99999999.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
"AAL"	1005.000	952.000	779.000	1408.000	1369.000	1480.000	1714.000	1460.000	636.000	-1100.000	-841.000	75.000	-599.000	-272.000	-349.000	370.000	-548.000	-79.000	-956.000	-557.000	184.000	-1404.000	-1849.000	-1056.000	-79.000	1084.000	1799.000	437.000	369.000	1688.000	2250.000	627.000
"AAMC"	0.000	0.100	0.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-0.100	0.000	-0.200	-0.300	0.000	-1.500	-3.900	-4.200	-0.100	0.200	0.200	-1.800	0.000	0.000	0.000	0.000	1.200	0.000	-4.200	2.700	1.200	2.300	-5.800	2.900
"AAME"	0.000	0.200	0.000	0.000	0.000	0.000	0.100	0.100	-0.100	-0.800	-0.200	-0.500	-0.300	-0.500	-0.100	-0.500	1.400	-0.600	-9.100	11.800	-7.400	2.100	3.700	-1.700	1.300	0.500	-6.900	3.700	4.600	0.400	-6.100	3.600
"AAN"	20.100	15.500	17.300	15.900	15.300	14.300	12.500	11.500	-6.800	-139.700	-40.200	-34.500	-38.700	-84.700	-53.600	0.100	-148.800	-25.600	-18.000	-19.600	-160.100	-15.000	-10.700	-16.100	96.200	70.200	196.600	-21.100	64.700	11.400	104.200	5.400
"AAOI"	0.100	0.100	0.100	0.100	0.200	0.100	0.100	0.100	8.600	-5.300	14.600	6.400	6.300	-2.100	7.700	-21.900	-35.800	-23.000	-12.200	-21.000	-18.500	-21.700	-8.900	-9.600	7.500	22.100	-4.100	26.800	7.600	40.200	9.700	28.700
"AAON"	8.400	17.500	8.500	15.300	9.600	10.800	6.100	3.000	-13.200	-6.400	-3.600	-10.300	-10.400	-2.900	-6.000	-11.500	-3.300	-11.400	-20.400	-7.800	-7.700	-18.800	3.300	4.200	7.900	25.500	10.700	16.100	8.100	23.600	10.200	16.900
"AAP"	43.300	27.300	34.500	28.800	38.600	57.100	65.300	55.300	-128.400	1.500	-26.800	7.000	4.900	-46.700	19.900	-18.400	-42.400	-27.300	-33.900	-23.800	-33.800	-56.900	-64.100	-56.600	237.500	290.000	154.000	199.800	133.700	232.300	35.100	113.900
"AAPL"	3041.000	3267.000	6851.000	154.000	135.000	83.000	40.000	86.000	-22580.000	-31523.000	-26272.000	-7501.000	-3996.000	-1769.000	465.000	-12047.000	-3001.000	3947.000	28710.000	-13590.000	-9942.000	-3180.000	-14202.000	-19122.000	19523.000	14488.000	15130.000	28293.000	16283.000	8138.000	12570.000	27234.000
"AASP"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.200
"AAT"	0.000	0.000	0.000	47.500	-1.000	-4.000	5.000	14.100	-17.800	-30.800	-59.300	-20.100	82.700	48.600	110.700	-20.800	-13.400	-12.000	-11.400	-13.900	-61.600	-241.800	-13.300	-16.000	36.600	38.300	44.000	20.100	41.900	36.000	47.800	19.900
"AAU"	0.600	0.000	0.000	0.000	0.100	0.100	0.000	0.000	-0.100	6.600	0.000	1.300	0.000	11.800	3.100	0.000	-2.100	-6.400	-2.500	-1.300	-1.600	-4.900	-1.600	-1.800	-0.500	-0.200	-0.400	-0.600	-0.400	-0.400	-0.500	-0.300
"AAWW"	30.000	28.700	26.100	21.200	21.200	23.600	21.700	9.800	30.900	227.300	30.600	118.900	-57.100	199.800	101.800	-23.900	-120.900	-236.600	-261.200	-139.900	-131.700	-130.200	-139.800	-84.800	88.200	106.800	69.100	136.600	82.300	94.200	18.700	131.300
"AAXN"	0.200	0.200	0.000	0.600	0.300	0.100	0.100	3.200	-1.000	226.600	-3.400	-2.300	-0.200	0.500	-1.900	-0.900	1.200	-8.500	1.300	9.500	7.500	-7.800	9.900	-5.300	16.500	-1.900	18.100	24.300	6.600	-5.800	-6.600	-4.000
"AB"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-58.000	-68.500	-76.100	-45.200	-37.600	-39.700	-59.900	-38.800	-2.500	-4.300	-4.000	-2.400	-8.400	-4.800	-4.500	-3.700	60.400	72.800	80.100	47.600	46.000	44.500	64.300	42.500
"ABAC"	0.000	-99999999.990	-99999999.990	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	-0.600	0.000	0.000	0.000	0.000	0.000	-0.100	0.000	0.000	0.000	1.900	0.800	0.000	1.000	1.300	1.300	1.000	1.600	0.100
"ABB"	239.000	197.000	238.000	329.000	203.000	225.000	192.000	299.000	-880.000	1071.000	-64.000	-407.000	-107.000	-1327.000	106.000	-626.000	-314.000	-2842.000	155.000	-614.000	-2275.000	177.000	1262.000	-548.000	565.000	1010.000	-518.000	1869.000	954.000	467.000	509.000	1428.000
"ABBV"	282.000	114.000	119.000	182.000	126.000	126.000	95.000	114.000	916.000	-8978.000	-2509.000	-1928.000	-810.000	-980.000	-1794.000	-2502.000	-963.000	687.000	-447.000	201.000	-109.000	318.000	-684.000	-119.000	4524.000	2866.000	2645.000	2584.000	3271.000	2003.000	2102.000	1541.000
"ABC"	88.100	79.500	95.200	73.600	95.000	108.700	125.400	137.300	-476.500	-435.300	-65.700	734.600	-165.300	-711.200	-72.800	-363.500	-85.200	-90.500	-793.100	-142.300	-91.500	-137.100	-112.600	-156.900	665.300	823.300	-87.600	10.300	1380.500	-244.700	798.700	-430.400
"ABCB"	4.300	1.900	1.100	0.700	0.600	1.200	1.200	2.700	211.300	226.200	114.000	185.800	223.200	280.800	172.000	395.300	31.300	-32.400	-158.300	-132.200	-229.200	-281.100	-24.400	-403.500	-38.100	-104.000	48.500	33.100	-27.400	-81.600	13.300	-7.500
